@relation protocol_detection
@attribute protocol-name {ssh,http,mysql,unknown}
@attribute src string
@attribute sport string
@attribute dst string
@attribute dport string
@attribute proto string
@attribute flags string
@attribute average_len numeric
@attribute pkt_count numeric
@attribute flow_average_inter_arrival_time numeric
@data
mysql,89.22.96.128,51610,89.22.96.129,3306,6,S|SA|A|PA|A|PA|A|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A,391,499,0.9256
http,91.232.96.13,55674,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A|FA|A,522,22,0.0347
http,72.3.188.246,38335,89.22.96.128,80,6,S|SA|A|PA|A|PA|A|FA|FA|A,138,10,0.0032
http,65.55.55.230,12905,89.22.96.128,80,6,SEC|SAE|A|PA|A|A|A|PA|A|FA|FA|A,390,12,0.0113
http,91.65.13.120,59902,89.22.96.128,80,6,S|SA|A|SA|A|FA|A|FA|A,45,9,0.1387
http,157.56.92.151,51777,89.22.96.128,80,6,SEC|SAE|A|PA|A|A|A|PA|A|FA|FA|A,438,12,0.0079
http,89.22.96.128,58517,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,180,12,0.0024
http,89.22.96.128,57959,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,178,13,0.0042
http,91.232.96.14,36256,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,563,20,0.0368
http,91.232.96.14,33212,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,615,18,0.012
http,91.232.96.13,47474,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,524,18,0.0078
http,188.64.46.222,80,188.64.46.173,48922,6,SA|A|A|PA|FA|A,502,6,0.0053
http,91.232.96.14,34079,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,547,17,0.0243
http,91.121.176.101,36256,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|A|A|PA|PA|FA|A|A|A|A|FA|A,591,25,0.0104
http,108.62.192.90,80,195.114.113.10,19364,6,SA,44,1,0.0
http,89.22.96.128,33524,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|PA|A|PA|A|PA|A|FA|FA|A,671,46,0.0167
http,66.249.78.36,60670,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,340,14,0.0071
http,91.232.96.16,54731,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FPA|FA|A,582,17,0.0231
http,89.22.96.128,58424,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|A|A|PA|A|A|A|PA|A|FA|FA|A,556,27,0.0058
http,91.232.96.14,45949,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|FPA|A|A|A|A|A|A|A|FA|A,738,22,0.031
ssh,188.64.44.143,41733,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|PA|A|PA|PA|FA|A,166,24,0.0076
http,89.22.96.128,54392,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,151,12,0.0025
ssh,188.64.44.150,52761,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,166,24,0.0063
http,91.121.176.101,48933,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|FA|A,559,21,0.0097
http,91.232.96.14,52242,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,563,19,0.0089
http,66.249.78.36,33995,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,232,12,0.0033
ssh,188.64.44.150,52753,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|A|PA|FA|A,161,25,0.0056
http,188.64.46.222,80,188.64.46.173,48975,6,SA|A|A|PA|FA|A,572,6,0.0011
http,91.232.96.13,60500,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,526,18,0.0186
http,66.249.78.36,43364,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,331,16,0.0095
http,91.232.96.14,54840,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,550,17,0.0217
http,91.232.96.16,34424,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,620,18,0.0172
http,91.232.96.14,44283,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|FA|A,598,18,0.0193
http,88.78.13.127,11452,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|PA|A|A|A|A|PA|A|A|PA|A|A|A|A|A|A|A|A|PA|A|A|A|PA|A|A|A|A|A|A|A|A|A|PA|A|A|FA|A|FA|A,724,49,0.0577
http,91.232.96.16,34138,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|A|FPA|A|A|FA|A,673,18,0.0102
http,91.232.96.14,54763,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|A|A|A|FA|A,617,23,0.036
http,66.249.78.36,64278,89.22.96.128,80,6,S|SA|A|PA|A|FA|A|A|A|PA|FA|R|R|R|R,336,15,0.0138
http,91.232.96.13,60853,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,523,18,0.013
http,89.22.96.128,34292,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,152,12,0.0084
http,188.64.46.222,80,188.64.46.173,48838,6,SA|A|A|PA|FA|A,512,6,0.001
http,66.249.78.36,48725,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,231,12,0.0046
http,91.232.96.13,55276,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,518,22,0.0741
http,91.232.96.13,40530,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FA|A,527,22,0.0235
http,89.22.96.128,58282,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|A|PA|A|A|A|A|A|A|PA|A|FA|FA|A,633,29,0.0062
http,91.232.96.14,56941,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,588,16,0.0046
http,91.232.96.16,52219,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,572,16,0.0111
http,89.22.96.128,58196,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|PA|A|PA|A|FA|FA|A,451,22,0.0046
ssh,188.64.44.150,52407,188.64.44.131,22,6,S|A|FA,54,3,0.0006
ssh,188.64.44.143,41738,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,166,24,0.0168
http,89.22.96.128,34282,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,151,12,0.0024
http,91.232.96.16,33727,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,550,17,0.0253
http,88.78.13.127,11459,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|FA|A|FA|A,237,12,0.0937
http,91.232.96.13,60006,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FA|A,488,24,0.0362
http,91.232.96.16,40123,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,517,18,0.0156
http,91.232.96.14,42107,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|PA|A|FA|A,615,20,0.0255
http,91.232.96.13,52312,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FA|A,560,22,0.0105
http,5.135.179.227,58602,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|A|FA|A,549,19,0.0049
http,89.22.96.128,34287,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|A|PA|A|A|A|A|PA|A|FA|FA|A,580,27,0.0077
http,91.232.96.14,57561,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,591,19,0.0195
http,91.232.96.16,36187,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|FA|A|FA|A,538,20,0.0488
http,91.232.96.14,57257,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,574,19,0.0233
http,66.249.78.36,36033,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,311,14,0.0067
http,80.187.111.151,42073,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|PA|A|PA|A|PA|A|A|A|A|A|A|A|A|PA|A|A|A|FA|FA|A,603,30,0.0175
http,91.232.96.16,33259,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,509,18,0.0203
http,91.232.96.13,52420,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,547,20,0.0096
http,91.121.176.101,50451,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A,575,15,0.004
ssh,188.64.44.143,41735,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,165,24,0.0055
http,89.22.96.128,55047,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0147
http,91.232.96.14,57193,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,559,17,0.0055
http,66.249.78.36,47254,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,366,16,0.0129
ssh,188.64.44.150,52406,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|FA|A,185,19,0.0183
http,89.22.96.128,55041,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0024
mysql,89.22.96.128,50823,89.22.96.129,3306,6,S|SA|A|PA|A|PA|A|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A,372,255,0.5739
http,91.232.96.15,36976,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,547,17,0.0093
http,66.249.78.36,41663,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,344,14,0.0128
http,88.78.13.127,11460,89.22.96.128,80,6,S|SA|A|SA|A|FA|FA|A,46,8,0.0807
http,91.232.96.14,51923,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|A|A|FPA|A|A|A|FA|A|FA|A,548,22,0.0354
ssh,188.64.44.143,41732,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,165,24,0.0053
http,91.232.96.13,36579,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,527,18,0.0062
http,91.121.176.101,56367,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,551,16,0.0042
http,91.121.176.101,38429,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,582,18,0.0093
http,89.22.96.128,33680,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,180,12,0.0023
ssh,188.64.44.143,41739,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|PA|PA|FA|A,171,23,0.0063
http,91.232.96.16,37283,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,589,16,0.0115
http,91.121.176.101,52196,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,567,19,0.0089
http,81.30.151.222,44151,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|FA|FA|A,452,12,0.0129
http,91.232.96.13,50746,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,521,18,0.0047
http,89.22.96.128,55147,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,159,13,0.0026
http,5.135.179.227,36548,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|FA|A,590,21,0.0861
http,66.249.78.36,45034,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,361,14,0.0098
http,91.232.96.14,60362,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,512,18,0.099
http,66.249.78.36,46311,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|PA|A|A|A|PA|A|A|A|FA|FA|A,424,24,0.0158
http,141.8.147.7,16890,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|A|FA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|R,239,30,0.4464
http,81.30.151.222,49539,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|FA|FA|A,449,12,0.0128
http,5.135.179.227,46539,89.22.96.128,80,6,S|SA|A|PA|A|PA|FA|A|FA|A,152,10,0.0019
http,66.249.75.171,62176,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,292,12,0.0541
http,89.22.96.128,55046,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0121
http,5.135.179.227,52682,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,581,19,0.009
http,89.22.96.128,33682,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,180,12,0.0068
http,89.22.96.128,43553,204.93.223.153,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,90,12,0.0141
http,91.232.96.16,50476,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,494,19,0.1636
http,66.249.81.36,45691,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|PA|A|A|A|A|A|A|PA|A|A|A|PA|A|A|PA|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|PA|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|PA|A|A|A|A|PA|A|A|A|A|PA|A|PA|A|PA|A|PA|PA|A|FA|FA|A,926,203,0.0557
http,66.249.78.36,63818,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,361,14,0.0073
http,157.56.92.159,41909,89.22.96.128,80,6,SEC|SAE|A|PA|A|A|A|A|A|PA|FA|FA|A,489,13,0.0071
http,91.232.96.13,55634,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,564,20,0.0261
http,89.245.115.7,2595,89.22.96.128,80,6,S|SA|A|SA|A|FA|FA|A,43,8,0.1527
http,91.232.96.14,40688,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,597,18,0.0087
http,91.232.96.15,51410,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FPA|A|FA|A,570,26,0.0956
http,5.135.179.227,37769,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A,576,15,0.004
http,66.249.78.36,46068,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,334,16,0.009
http,66.249.78.36,52181,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,343,16,0.008
http,5.135.179.227,43048,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FA|A,537,22,0.0099
http,89.22.96.128,43520,204.93.223.153,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,90,12,0.013
http,91.232.96.14,39687,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,588,19,0.0102
http,91.121.176.101,42698,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|A|FA|A,546,16,0.0049
http,89.22.96.128,41936,204.93.223.153,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,90,12,0.0024
http,91.232.96.14,40180,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|FA|A|FA|A,560,22,0.0115
mysql,89.22.96.128,41453,89.22.96.129,3306,6,PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A,468,11,0.0023
ssh,188.64.44.149,41128,188.64.44.131,22,6,S|A|FA,54,3,0.0004
http,89.22.96.128,54314,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|PA|A|A|PA|A|FA|FA|A,541,24,0.0051
ssh,188.64.44.150,52766,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|A|PA|FA|A,161,25,0.0054
http,91.232.96.16,49710,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|FA|A,623,15,0.0238
http,66.249.78.36,62621,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,347,16,0.0082
http,91.232.96.13,44304,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,542,20,0.023
http,91.232.96.16,58341,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FPA|FA|A,622,20,0.025
http,89.22.96.128,33679,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,161,13,0.0026
http,141.8.147.7,60897,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A,451,12,0.0064
http,88.78.13.127,11458,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|FA|A|FA|A,230,12,0.0898
http,66.249.78.36,52342,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,363,16,0.0156
http,89.22.96.128,55050,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|A|A|PA|A|A|A|PA|A|FA|FA|A,496,26,0.0056
ssh,188.64.44.150,52757,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|PA|PA|FA|A,171,23,0.0049
http,91.232.96.14,55695,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,591,19,0.0239
http,91.232.96.13,57933,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,537,20,0.0095
http,89.22.96.128,59262,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,161,13,0.0037
http,66.249.78.36,47354,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,230,12,0.0032
http,91.232.96.18,45633,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|FA|A,550,22,0.0099
http,89.22.96.128,33316,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|PA|A|PA|A|FA|FA|A,448,22,0.0047
http,89.22.96.128,55336,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|A|PA|A|PA|A|FA|FA|A,499,22,0.0047
http,91.232.96.13,52123,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,548,20,0.0115
http,66.249.78.36,35794,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,230,12,0.0061
http,5.135.179.227,59791,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A|FA|A,509,17,0.0096
http,89.22.96.128,54579,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,169,13,0.0026
http,91.232.96.13,44427,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A|FA|A,477,20,0.0082
http,66.249.78.36,44465,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,339,16,0.0112
http,91.232.96.13,34864,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,520,18,0.0284
http,91.232.96.16,46105,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,569,19,0.0142
http,5.135.179.227,58895,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|PA|A|A|FPA|A|FA|A,645,23,0.0102
http,89.22.96.128,53991,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0023
http,188.64.46.222,80,188.64.46.173,48781,6,SA|A|A|A|PA|FA|A,418,7,0.0045
http,89.22.96.128,33481,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,169,13,0.0026
http,91.232.96.14,57700,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|FA|A,658,16,0.0113
